address;city;floor;id;latitude;longitude;price;rooms;sq;year
Bia³o³êka Pod³u¿na;Warszawa;2.0;10720.0;523.197.321;210.747.339;470000.0;4.0;58.0;2010.0
Zwierzyniec Salwator;Kraków;1.0;29102.0;500.550.023;19.908.853;471702.0;1.0;30.63;2021.0
Ursynów Wyczó³ki ul. K³obucka;Warszawa;1.0;15285.0;521.599.734;20.990.916.185.264.200;538500.0;2.0;46.58;2020.0
Dêbniki Federowicza;Kraków;2.0;28035.0;500.142.478;19.883.217;382939.5;2.0;43.27;2021.0
Nowe Miasto Malta ul. Katowicka;Poznañ;6.0;4818.0;523.973.449;169.619.394;563635.0;4.0;66.31;2022.0
Nowa Huta Czy¿yny ul. So³tysowska;Kraków;2.0;23435.0;500.605.887;200.240.353;569359.0;3.0;69.86;2021.0
Dêbniki Kliny-Zacisze;Kraków;1.0;29483.0;5.000.969.645.000.000;19.905.901.803.626.100;441195.0;3.0;65.85;2021.0
Dêbniki Ruczaj dr. Jana Piltza;Kraków;2.0;25066.0;500.076.191;198.888.826;436000.0;2.0;39.9;2020.0
Nowe Miasto Staro³êka ul. Staro³êcka 42;Poznañ;4.0;4666.0;523.692.966;169.323.233;1156756.0;3.0;126.81;2020.0
Stare Miasto Retoryka;Kraków;0.0;28770.0;500.580.096;199.284.227;779000.0;2.0;57.39;1962.0
Praga-Po³udnie Grochowska;Warszawa;6.0;17783.0;522.497.745;211.068.857;381830.0;2.0;41.03;2021.0
Mokotów ul. Wiktorska;Warszawa;0.0;6626.0;521.974.174;210.065.323;580000.0;2.0;41.5;1949.0
Je¿yce So³acz al. Wielkopolska;Poznañ;2.0;704.0;5.242.260.185;16.917.530.008.421.300;550000.0;3.0;94.0;1942.0
Wola ul. Antka Rozpylacza;Warszawa;3.0;16028.0;522.333.969;209.346.262;452000.0;2.0;38.5;1977.0
Stare Miasto;Kraków;4.0;21054.0;500.590.398;1.993.716.829.792.890;1259000.0;2.0;50.31;1990.0
Grunwald Bu³garska;Poznañ;6.0;299.0;523.958.369;168.627.283;519000.0;3.0;55.0;2020.0
Mokotów Dolny Mokotów;Warszawa;2.0;6681.0;521.964.999;210.463.338;499000.0;2.0;42.9;1953.0
Stare Miasto Tyrwacka;Poznañ;1.0;186.0;524.464.656;169.426.379;399999.0;3.0;67.67;1978.0
Pr¹dnik Bia³y Azory;Kraków;4.0;29676.0;50.089.965;1.990.583.066.597.110;497000.0;4.0;53.31;2000.0
Dêbniki Ruczaj Rzemieœlnicza;Kraków;1.0;22324.0;500.469.432;19.997.153.435.836.600;639000.0;3.0;64.89;2020.0
Praga-Po³udnie Saska Kêpa;Warszawa;1.0;10202.0;5.223.280.325;21.054.660.077.101.200;1750000.0;3.0;90.0;1938.0
Grunwald Marcelin;Poznañ;5.0;922.0;5.240.302.285;16.862.065.270.735.100;669000.0;3.0;55.21;2019.0
Podgórze Zab³ocie Stanis³awa Klimeckiego;Kraków;2.0;20711.0;500.492.242;199.703.793;429000.0;2.0;34.73;2021.0
Wawer;Warszawa;1.0;9161.0;522.203.581;211.370.825;435000.0;2.0;45.0;2016.0
Grzegórzki ul. Fabryczna;Kraków;7.0;20800.0;50.058.444;199.702.351;1143875.0;4.0;91.51;2021.0
Praga-Po³udnie Saska Kêpa;Warszawa;1.0;8657.0;5.223.280.325;21.054.660.077.101.200;920000.0;3.0;100.0;1960.0
Podgórze Duchackie Wola Duchacka;Kraków;0.0;19943.0;500.146.222;19.953.758;450000.0;3.0;62.4;1983.0
Wilanów Oœ Królewska;Warszawa;1.0;17169.0;52.238.259;21.006.672;1103000.0;4.0;96.45;2006.0
Stare Miasto Naramowice ul. Czarnucha;Poznañ;1.0;2012.0;524.499.763;169.527.562;466704.0;3.0;69.45;2020.0
Stare Miasto Naramowice ul. Sielawy;Poznañ;1.0;896.0;524.463.318;169.512.697;319642.0;2.0;45.02;2022.0
Bemowo;Warszawa;3.0;11086.0;522.389.738;209.132.881;595000.0;4.0;68.0;1979.0
Wilanów;Warszawa;2.0;11807.0;521.530.829;211.104.411;763000.0;2.0;56.5;2014.0
Dêbniki ul. Kobierzyñska;Kraków;0.0;18552.0;500.264.036;199.118.498;499000.0;2.0;45.14;2021.0
Œródmieœcie ul. Grzybowska;Warszawa;3.0;11071.0;52.235.745.800.000.000;20.993.720.703.559.500;1499000.0;4.0;81.0;2020.0
Dêbniki Kliny-Zacisze bpa. A. Ma³ysiaka;Kraków;2.0;29807.0;499.988.318;198.938.784;435500.0;4.0;65.0;2021.0
Mokotów;Warszawa;8.0;11664.0;521.939.874;210.457.809;510000.0;3.0;64.6;1978.0
Grzegórzki ul. Fabryczna;Kraków;9.0;28966.0;50.058.444;199.702.351;986100.0;4.0;65.74;2021.0
Wzgórza Krzes³awickie ul.Gustawa Morcinka;Kraków;3.0;26650.0;501.047.809;200.362.743;370045.0;3.0;56.93;2022.0
Pr¹dnik Bia³y Henryka Pachoñskiego;Kraków;1.0;23470.0;500.949.773;19.920.405.494.289.900;342828.0;2.0;35.0;2022.0
Bia³o³êka G³êbocka;Warszawa;3.0;16119.0;523.234.679;210.670.915;460000.0;2.0;53.14;2007.0
Nowa Huta Czy¿yny os. Dywizjonu 303;Kraków;1.0;19607.0;500.818.649;200.122.791;655000.0;3.0;69.0;2020.0
Bia³o³êka ul. Miko³aja Tr¹by;Warszawa;0.0;18218.0;522.319.581;210.067.249;448000.0;1.0;51.0;2020.0
Bia³o³êka Tarchomin Talarowa;Warszawa;3.0;17734.0;523.249.854;209.523.581;270000.0;1.0;28.62;2022.0
Œródmieœcie Bracka;Warszawa;5.0;14165.0;52.232.248;210.157.671;2490000.0;3.0;105.0;1938.0
Stare Miasto Pi¹tkowo;Poznañ;0.0;1521.0;524.006.632;1.691.973.259.178.080;369000.0;2.0;50.0;1990.0
Wola Muranów Stawki;Warszawa;2.0;16267.0;522.534.537;209.968.082;770000.0;2.0;50.0;2007.0
Nowa Huta Czy¿yny ul. So³tysowska;Kraków;4.0;23517.0;500.605.887;200.240.353;385112.0;1.0;42.32;2021.0
Podgórze Duchackie Wola Duchacka;Kraków;7.0;26375.0;500.146.222;19.953.758;499000.0;4.0;70.0;1985.0
Mokotów;Warszawa;8.0;14857.0;521.939.874;210.457.809;495000.0;3.0;46.2;1968.0
Ursynów Kabaty Aleja Komisji Edukacji Narodowej;Warszawa;2.0;12092.0;52.134.461;210.610.533;690000.0;3.0;60.0;2003.0
Œródmieœcie;Warszawa;2.0;17319.0;522.328.098;21.019.067;770000.0;2.0;50.0;2007.0
Grzegórzki ul. Fabryczna;Kraków;6.0;28872.0;50.058.444;199.702.351;910815.0;3.0;74.05;2021.0
Praga-Pó³noc ul. Szwedzka;Warszawa;6.0;10098.0;522.634.539;210.453.302;1185460.92;4.0;99.56;2022.0
Podgórze Duchackie Wola Duchacka;Kraków;2.0;25185.0;500.146.222;19.953.758;499000.0;3.0;62.31;2021.0
Wola Smocza;Warszawa;2.0;15354.0;522.425.532;209.876.699;415000.0;2.0;34.25;1963.0
Rembertów;Warszawa;4.0;17071.0;522.614.149;211.628.191;494000.0;4.0;69.83;2021.0
Krowodrza £obzów ul. Mariana Smoluchowskiego;Kraków;3.0;23848.0;500.721.122;19.909.405;590000.0;2.0;51.5;1958.0
Podgórze ¯o³nierska;Kraków;4.0;23164.0;5.003.737.445;1.998.481.865.691.230;604902.0;4.0;66.84;2022.0
Podgórze Dauna;Kraków;2.0;18636.0;50.021.528.849.999.900;1.997.472.427.818.130;465000.0;2.0;51.8;2004.0
Œródmieœcie Wilcza;Warszawa;5.0;13826.0;5.222.519.855;21.017.925.153.884.500;1699000.0;4.0;84.0;1900.0
Bielany ul. Rudzka 5;Warszawa;3.0;7657.0;5.227.851.165;209.734.368;552400.0;2.0;41.31;2021.0
Pr¹dnik Bia³y Tonie ul. W³adys³awa £okietka;Kraków;6.0;26162.0;501.121.816;198.994.401;824000.0;6.0;118.07;2020.0
Praga-Po³udnie Goc³aw;Warszawa;4.0;9999.0;522.286.331;211.065.722;587520.0;2.0;55.84;2022.0
Targówek Targówek Mieszkaniowy Ludwika Kondratowicza;Warszawa;3.0;12705.0;5.229.442.785;2.102.817.928.611.140;750000.0;4.0;71.02;2002.0
Wola Muranów Mordechaja Anielewicza;Warszawa;2.0;8385.0;522.515.103;209.923.466;415000.0;2.0;38.0;1963.0
Grzegórzki Bajeczna;Kraków;1.0;24920.0;500.574.115;199.766.744;585000.0;2.0;45.0;2017.0
Œródmieœcie al. Jana Chrystiana Szucha;Warszawa;4.0;12762.0;522.173.857;210.238.869;579942.0;1.0;29.29;2004.0
Wilanów;Warszawa;3.0;16591.0;521.530.829;211.104.411;960000.0;3.0;82.3;1985.0
Wzgórza Krzes³awickie ul.Gustawa Morcinka;Kraków;1.0;26672.0;501.047.809;200.362.743;268451.0;2.0;37.81;2022.0
Wola;Warszawa;4.0;14737.0;522.362.379;209.547.815;755000.0;2.0;34.0;2020.0
Wilda Fabryczna;Poznañ;1.0;617.0;523.869.064;169.108.319;359000.0;2.0;41.84;1890.0
Grzegórzki Kordylewskiego;Kraków;3.0;25018.0;500.603.359;199.623.163;899000.0;3.0;75.45;2008.0
Dêbniki Kobierzyn Przemiarki;Kraków;3.0;21725.0;500.223.613;199.021.848;530000.0;3.0;54.8;2010.0
Bemowo Kazimierza Wyki;Warszawa;10.0;17721.0;522.297.889;209.020.531;539900.0;3.0;67.7;1979.0
Je¿yce Stanis³awa Szczepanowskiego;Poznañ;1.0;3921.0;524.188.529;168.976.818;351563.0;2.0;43.93;2021.0
Podgórze P³aszów Koszykarska;Kraków;1.0;21628.0;500.498.929;199.906.026;596000.0;3.0;64.5;1997.0
Krowodrza;Kraków;3.0;22500.0;5.007.087.985;1.991.656.311.814.470;470000.0;2.0;38.0;1957.0
Stare Miasto Naramowickie Osiedle ul. Karpia;Poznañ;0.0;2716.0;524.449.107;169.490.349;450000.0;3.0;50.0;2019.0
Bronowice Stañczyka;Kraków;3.0;28254.0;500.788.285;198.942.504;459000.0;2.0;43.64;2021.0
Podgórze Duchackie;Kraków;0.0;20563.0;5.001.618.985;19.959.420.960.382.200;630000.0;3.0;61.14;2020.0
Wola Muranów Nowolipki;Warszawa;4.0;7323.0;522.465.341;209.799.083;720000.0;3.0;50.0;1952.0
Nowe Miasto Polanka 2;Poznañ;1.0;3393.0;5.239.975.875;16.954.659.974.486.100;720552.0;4.0;85.78;2020.0
Grzegórzki;Kraków;2.0;21362.0;5.006.497.215;19.968.825.516.425.300;358000.0;2.0;33.6;1975.0
Zwierzyniec Wola Justowska Tadeusza Rogalskiego;Kraków;1.0;29041.0;500.669.449;198.784.473;2201343.0;5.0;146.69;2019.0
Bie¿anów-Prokocim Z³ocieñ Domaga³y;Kraków;0.0;18678.0;50.033.059;200.510.649;414000.0;3.0;46.0;2020.0
Grzegórzki p³k. Francesco Nullo;Kraków;3.0;24628.0;500.596.827;199.674.377;1250000.0;4.0;92.4;2016.0
Mokotów Cybernetyki;Warszawa;0.0;11882.0;521.775.042;209.878.921;860000.0;3.0;66.85;2016.0
Dêbniki ul. Spacerowa;Kraków;1.0;18585.0;500.050.868;198.770.531;997456.0;5.0;160.88;2022.0
Mokotów Bokserska;Warszawa;5.0;16980.0;521.696.586;209.970.149;811982.0;4.0;73.3;2021.0
Podgórze Wielicka;Kraków;0.0;27542.0;500.336.609;199.712.973;623267.0;3.0;70.03;2021.0
Podgórze ul. Stanis³awa Klimeckiego;Kraków;3.0;25011.0;500.492.242;199.703.793;779000.0;3.0;78.84;2021.0
Wola;Warszawa;2.0;7592.0;522.362.379;209.547.815;480000.0;2.0;39.0;1972.0
Centrum;Warszawa;10.0;17753.0;522.311.577;210.100.632;999000.0;1.0;63.0;2021.0
Bemowo;Warszawa;2.0;9882.0;522.389.738;209.132.881;715000.0;3.0;67.0;1990.0
Pr¹dnik Bia³y ul. Stanis³awa Pigonia;Kraków;4.0;25992.0;500.943.789;199.334.612;459000.0;3.0;60.0;1979.0
Dêbniki gen. Antoniego Józefa Madaliñskiego;Kraków;2.0;18759.0;500.527.679;199.282.413;2367545.0;3.0;115.49;2019.0
¯oliborz Rudzka;Warszawa;4.0;9852.0;522.789.445;209.705.271;527400.0;2.0;42.4;2021.0
Pr¹dnik Czerwony;Kraków;1.0;22697.0;50.085.941.899.999.900;1.996.660.060.819.070;579390.0;3.0;65.1;2021.0
Podgórze ul. p³k. Ryszarda Kukliñskiego 7;Kraków;2.0;29647.0;500.469.432;19.997.153.435.836.600;360984.0;2.0;34.71;2020.0
Targówek;Warszawa;8.0;15854.0;522.751.918;210.580.854;320000.0;1.0;25.0;1973.0
Swoszowice Opatkowice Macieja Dêbskiego;Kraków;3.0;19769.0;499.884.929;19.911.094;371000.0;3.0;57.91;2016.0
Stare Miasto Naramowice ul. Czarnucha;Poznañ;0.0;1929.0;524.499.763;169.527.562;225816.9;1.0;32.87;2020.0
Grzegórzki al. Ignacego Daszyñskiego;Kraków;4.0;23850.0;500.564.106;199.534.704;1596000.0;4.0;133.0;2012.0
Wzgórza Krzes³awickie ul. Gustawa Morcinka;Kraków;0.0;18983.0;501.047.809;200.362.743;360528.0;3.0;48.72;2020.0
Stare Miasto Pi¹tkowo os. Jana III Sobieskiego;Poznañ;5.0;3438.0;522.902.088;168.454.072;415000.0;3.0;64.0;1983.0
Wola ul. Marcina Kasprzaka;Warszawa;3.0;11811.0;52.227.298.450.000.000;20.953.014.207.365.500;550000.0;2.0;39.0;2016.0
Podgórze Stare Podgórze Traugutta;Kraków;3.0;21643.0;500.462.107;19.957.749;609000.0;2.0;44.0;1920.0
Bielany Wawrzyszew;Warszawa;4.0;14382.0;522.880.771;20.931.713.898.760.300;475000.0;3.0;48.0;1968.0
Ursus Che³moñskiego;Warszawa;0.0;17998.0;521.921.427;209.013.531;695000.0;3.0;71.0;2004.0
Bia³o³êka Strumykowa;Warszawa;4.0;15121.0;523.310.893;209.470.195;540000.0;3.0;72.7;2004.0
Wola;Warszawa;3.0;11821.0;522.362.379;209.547.815;1199000.0;3.0;77.5;2018.0
Œródmieœcie Ch³odna;Warszawa;10.0;11928.0;522.378.923;209.920.823;453873.0;2.0;26.7;1972.0
Grzegórzki Kielecka;Kraków;2.0;25462.0;500.673.239;199.626.736;740000.0;3.0;76.79;1960.0
Dêbniki ul. Spacerowa;Kraków;0.0;19898.0;500.050.868;198.770.531;697215.0;3.0;87.7;2022.0
Wilanów ul. Adama Branickiego;Warszawa;2.0;6565.0;52.154.572;210.706.211;619000.0;3.0;69.0;2020.0
Wola;Warszawa;1.0;16923.0;522.362.379;209.547.815;579000.0;2.0;50.45;1955.0
Dêbniki Skotniki ul. Aleksandra Zelwerowicza;Kraków;1.0;25687.0;500.179.578;198.790.929;710000.0;5.0;90.6;2022.0
Podgórze P³aszów Seweryna Goszczyñskiego;Kraków;1.0;20541.0;500.372.338;199.917.518;390881.5;2.0;40.93;2021.0
Stare Miasto Pi¹tkowo os. Boles³awa Œmia³ego;Poznañ;10.0;2104.0;524.006.632;1.691.973.259.178.080;445000.0;4.0;74.6;1986.0
Wawer ul. Motylkowa;Warszawa;2.0;13905.0;521.994.122;211.520.148;750000.0;3.0;66.0;2014.0
Bia³o³êka ul. Leona Berensona;Warszawa;2.0;10881.0;523.246.245;210.547.602;330756.0;2.0;41.0;2020.0
Podgórze P³aszów;Kraków;3.0;23166.0;500.345.327;199.754.459;388000.0;2.0;44.81;2022.0
Œródmieœcie Œródmieœcie Po³udniowe Aleja Armii Ludowej;Warszawa;0.0;15405.0;522.178.931;210.079.226;599000.0;2.0;47.0;1961.0
Mistrzejowice;Kraków;0.0;22187.0;5.009.742.625;2.000.960.263.225.890;453600.0;3.0;63.0;1993.0
Nowe Miasto Malta Florentyny Luboiñskiej 5;Poznañ;1.0;6099.0;523.916.079;1.699.406.261.278.810;474062.0;3.0;67.82;2019.0
Mokotów ul. Domaniewska 34B;Warszawa;3.0;9287.0;521.839.266;21.008.725;761800.0;4.0;62.66;2022.0
Bielany Aleja S³owiañska 25;Warszawa;2.0;7902.0;522.757.389;209.654.191;645500.0;2.0;41.6;2020.0
Pr¹dnik Bia³y;Kraków;3.0;23305.0;501.035.684;19.953.603.106.301.200;279900.0;1.0;23.85;1970.0
Praga-Po³udnie Goc³awek;Warszawa;10.0;6644.0;522.383.574;211.265.486;460000.0;2.0;46.0;1980.0
Mistrzejowice;Kraków;4.0;23987.0;5.009.742.625;2.000.960.263.225.890;528684.0;3.0;67.78;2020.0
Mokotów ul. Cybernetyki;Warszawa;0.0;16973.0;521.775.042;209.878.921;860000.0;3.0;66.9;2016.0
Mokotów;Warszawa;1.0;16721.0;521.939.874;210.457.809;515000.0;3.0;53.3;1975.0
Mistrzejowice;Kraków;2.0;22589.0;5.009.742.625;2.000.960.263.225.890;240000.0;1.0;27.0;1978.0
Mistrzejowice ul. Piasta Ko³odzieja;Kraków;5.0;23404.0;500.986.433;200.132.206;361050.0;2.0;41.5;2022.0
Wola ul. Górczewska;Warszawa;0.0;13781.0;5.224.214.875;2.093.046.511.461.410;555000.0;2.0;57.0;2005.0
Wola ul. Jana Kazimierza;Warszawa;4.0;16984.0;522.245.316;209.479.724;365000.0;1.0;28.0;2021.0
Dêbniki Ruczaj Kobierzyñska;Kraków;4.0;21406.0;500.264.036;199.118.498;560000.0;3.0;63.37;1992.0
Ochota ul. W³odarzewska 70;Warszawa;1.0;10338.0;522.029.988;209.493.645;1030000.0;3.0;76.6;2020.0
Mistrzejowice;Kraków;1.0;26335.0;5.009.742.625;2.000.960.263.225.890;476862.0;3.0;53.58;2022.0
Pr¹dnik Bia³y Wincentego Danka;Kraków;0.0;19728.0;500.934.163;199.257.215;458955.0;3.0;49.35;2020.0
Bielany Andersena;Warszawa;8.0;12123.0;522.784.069;209.367.664;820000.0;3.0;67.9;1980.0
Bia³o³êka Tarchomin;Warszawa;3.0;14560.0;5.232.069.265;20.970.833.868.700.900;580100.0;4.0;67.31;2022.0
Mokotów Ludwika Idzikowskiego;Warszawa;1.0;18248.0;5.218.897.335;21.039.847.434.774.200;4225000.0;4.0;168.9;2018.0
Stare Miasto Winogrady osiedle kosmonautów 14;Poznañ;8.0;1553.0;524.006.632;1.691.973.259.178.080;293000.0;2.0;38.0;1980.0
Mistrzejowice;Kraków;0.0;24005.0;5.009.742.625;2.000.960.263.225.890;499440.0;3.0;62.43;2020.0
Stare Miasto Winogrady os. Zwyciêstwa;Poznañ;10.0;523.0;524.132.356;170.886.684;290000.0;1.0;32.0;1987.0
Mokotów Bokserska;Warszawa;7.0;15601.0;521.696.586;209.970.149;499000.0;2.0;36.7;2021.0
Praga-Po³udnie Goc³aw ul. Floriana Znanieckiego 2;Warszawa;3.0;9702.0;522.230.532;21.104.252.574.429.700;475000.0;2.0;43.5;1999.0
Nowa Huta Czy¿yny os. Dywizjonu 303;Kraków;5.0;20479.0;500.818.649;200.122.791;465000.0;2.0;46.0;2005.0
Mokotów Pod Skoczni¹;Warszawa;1.0;6512.0;522.319.581;210.067.249;3500000.0;5.0;180.0;2000.0
Podgórze Stare Podgórze Nadwiœlañska;Kraków;4.0;21160.0;500.468.664;199.510.672;700000.0;2.0;39.0;2014.0
Œródmieœcie;Warszawa;3.0;12481.0;522.328.098;21.019.067;670000.0;2.0;45.85;1958.0
Stare Miasto ul. D³uga 24;Kraków;3.0;29971.0;500.679.951;19.938.312.990.811.100;530966.8;1.0;26.39;2020.0
Podgórze Duchackie Szpakowa;Kraków;1.0;21026.0;500.130.106;199.792.793;359000.0;3.0;46.01;2021.0
Mistrzejowice;Kraków;4.0;26261.0;5.009.742.625;2.000.960.263.225.890;420000.0;3.0;58.0;1960.0
Grunwald ul. Jesienna;Poznañ;1.0;2221.0;524.108.762;168.760.412;335000.0;3.0;49.0;1965.0
Bia³o³êka;Warszawa;1.0;17946.0;523.196.649;210.211.773;360000.0;2.0;36.64;2017.0
Bielany S³odowiec S³odowiec ;Warszawa;2.0;12134.0;522.737.054;209.611.986;475000.0;2.0;48.1;1968.0
Bia³o³êka Grodzisk;Warszawa;2.0;13549.0;523.246.245;210.547.602;575000.0;2.0;60.86;2009.0
Krowodrza Kazimierza Wielkiego;Kraków;2.0;24637.0;50.073.573;199.193.678;652800.0;3.0;51.0;2021.0
Grzegórzki Nullo;Kraków;3.0;29548.0;500.632.866;19.964.628.150.618.600;1350000.0;4.0;93.0;2016.0
wielkopolskie;Poznañ;0.0;5485.0;524.006.632;1.691.973.259.178.080;164912.0;1.0;20.03;2018.0
Grzegórzki;Kraków;4.0;21497.0;5.006.497.215;19.968.825.516.425.300;598000.0;2.0;50.0;2016.0
Pr¹dnik Czerwony ul. Œliczna;Kraków;6.0;27990.0;500.469.432;19.997.153.435.836.600;795894.66;4.0;83.27;2021.0
Stare Miasto Pi¹tkowo;Poznañ;2.0;3703.0;524.006.632;1.691.973.259.178.080;419000.0;3.0;63.3;1982.0
Mistrzejowice Piasta Ko³odzieja;Kraków;5.0;27993.0;500.986.433;200.132.206;530000.0;3.0;48.0;2020.0
Bemowo;Warszawa;1.0;6377.0;522.389.738;209.132.881;525000.0;2.0;45.0;2020.0
Bia³o³êka;Warszawa;4.0;6338.0;523.196.649;210.211.773;420000.0;1.0;43.15;2012.0
Bia³o³êka Skarbka z Gór;Warszawa;0.0;6560.0;523.228.184;210.576.574;584500.0;3.0;69.7;2003.0
Grzegórzki Olsza 29 Listopada;Kraków;1.0;25055.0;500.769.428;199.637.527;678816.0;3.0;70.71;2020.0
Bia³o³êka;Warszawa;1.0;15519.0;523.196.649;210.211.773;370000.0;2.0;52.6;1999.0
Bia³o³êka Kobia³ka Belliniego;Warszawa;1.0;16029.0;523.449.263;210.492.064;375000.0;2.0;36.64;2017.0
Stare Miasto Naramowice ul. Karpia;Poznañ;3.0;416.0;524.449.107;169.490.349;474000.0;3.0;52.27;2020.0
Bie¿anów-Prokocim Bie¿anów ul. Bie¿anowska;Kraków;3.0;18334.0;500.184.559;200.340.592;298900.0;2.0;30.0;2012.0
Mistrzejowice Piasta Ko³odzieja;Kraków;1.0;22563.0;500.986.433;200.132.206;572676.0;4.0;73.42;2020.0
Bie¿anów-Prokocim Z³ocieniowa;Kraków;3.0;19732.0;500.181.408;200.508.626;273812.0;2.0;35.56;2020.0
Wola Juliana Konstantego Ordona;Warszawa;5.0;14654.0;522.247.928;209.525.803;408697.0;1.0;33.62;2021.0
Ursynów ul. Polki 1;Warszawa;1.0;6534.0;5.215.129.175;2.100.473.093.889.440;779000.0;3.0;63.8;2020.0
Mistrzejowice os. Bohaterów Wrzeœnia;Kraków;0.0;27461.0;500.987.686;200.125.241;355000.0;2.0;38.02;1979.0
Grunwald ul. Macieja Palacza;Poznañ;1.0;1540.0;523.940.207;168.723.083;885000.0;4.0;130.0;2000.0
Bie¿anów-Prokocim Wielicka 179;Kraków;2.0;27906.0;500.102.971;2.000.857;406456.0;2.0;44.18;2021.0
Praga-Po³udnie;Warszawa;6.0;17471.0;522.373.961;210.712.578;529000.0;3.0;54.0;1975.0
W³ochy Budki Szczêœliwickie;Warszawa;1.0;12555.0;522.319.581;210.067.249;457000.0;2.0;43.2;2021.0
Mokotów Sielce Dolna;Warszawa;0.0;10723.0;522.017.608;2.103.642.068.914.670;429000.0;1.0;32.0;1979.0
Podgórze P³aszów Saska;Kraków;3.0;20895.0;500.405.817;199.829.974;560000.0;3.0;70.5;2021.0
Nowe Miasto Kobyle Pole ul. abp. Walentego Dymka;Poznañ;3.0;3719.0;524.006.632;1.691.973.259.178.080;254975.0;1.0;32.9;2022.0
Praga-Po³udnie ul. £ukowska;Warszawa;1.0;8995.0;522.368.782;211.124.042;848000.0;4.0;84.0;1986.0
Podgórze ul. Zab³ocie 27;Kraków;5.0;20781.0;500.478.769;19.961.368.688.357.400;528509.0;2.0;40.78;2021.0
Stare Miasto Centrum;Poznañ;2.0;2091.0;523.601.021;16.849.834.118.146.600;285000.0;2.0;39.0;1910.0
Bie¿anów-Prokocim;Kraków;0.0;28013.0;5.001.706.235;20.022.991.856.015.300;343816.0;2.0;39.07;2022.0
Bia³o³êka ul. Leona Berensona;Warszawa;1.0;8617.0;523.246.245;210.547.602;297673.0;2.0;37.02;2020.0
Nowa Huta;Kraków;3.0;20613.0;50.080.618.650.000.000;20.129.332.198.005.200;263000.0;2.0;28.0;1990.0
Nowe Miasto Malta ul. Katowicka;Poznañ;2.0;5736.0;523.973.449;169.619.394;308750.0;2.0;32.5;2022.0
Wilanów Sarmacka;Warszawa;1.0;10104.0;521.656.517;210.767.961;760000.0;2.0;62.0;2013.0
Bemowo ul. Muszlowa;Warszawa;8.0;11079.0;52.229.876;209.095.515;540000.0;2.0;45.8;1980.0
Grunwald £azarz Boles³awa Limanowskiego;Poznañ;1.0;1286.0;523.981.265;168.956.351;435000.0;3.0;68.0;1900.0
Bie¿anów-Prokocim Bie¿anów Pod³êska;Kraków;3.0;18454.0;500.087.167;200.131.964;419000.0;3.0;59.1;2001.0
Mistrzejowice ul. Piasta Ko³odzieja;Kraków;6.0;23387.0;500.986.433;200.132.206;472720.0;3.0;59.09;2022.0
Œródmieœcie ¯elazna;Kraków;2.0;28638.0;500.745.345;199.464.297;373700.0;1.0;20.37;2021.0
Mokotów Pola Mokotowskie ul. Stefana Batorego;Warszawa;3.0;16288.0;522.106.101;210.070.603;224727.0;1.0;17.3;2020.0
¯oliborz Sady ¯oliborskie Kaliny Jêdrusik;Warszawa;4.0;16485.0;522.571.792;209.629.941;1330000.0;4.0;75.0;2018.0
Bieñczyce;Kraków;10.0;28011.0;5.008.605.125;2.002.922.626.218.550;360000.0;2.0;46.75;1970.0
Podgórze Duchackie Kurdwanów Wys³ouchów;Kraków;1.0;24033.0;500.084.756;199.591.527;460000.0;3.0;60.7;1984.0
Praga-Po³udnie Miêdzyborska;Warszawa;2.0;17779.0;522.418.402;210.771.306;440450.0;2.0;38.3;2021.0
Bronowice;Kraków;0.0;21705.0;500.833.247;19.869.783.648.014.800;629300.0;3.0;70.0;2021.0
Bronowice ul. So³tysa Dytmara;Kraków;3.0;30304.0;500.796.409;19.894.077;829000.0;4.0;90.0;2000.0
Mokotów ul. Cybernetyki;Warszawa;7.0;14207.0;521.775.042;209.878.921;455000.0;2.0;37.21;2020.0
Podgórze Duchackie Puszkarska;Kraków;3.0;22855.0;500.238.506;199.601.831;626820.0;4.0;80.88;2022.0
Stare Miasto Retoryka;Kraków;1.0;24499.0;500.580.096;199.284.227;595000.0;1.0;44.28;1896.0
Wola ul. ¯ytnia;Warszawa;7.0;12059.0;52.239.441.400.000.000;20.974.566.583.041.100;670000.0;4.0;93.4;1958.0
Bronowice Bronowicka;Kraków;0.0;25065.0;500.778.251;19.900.680.986.965.700;415000.0;1.0;38.0;2006.0
Ochota;Warszawa;1.0;16204.0;52.212.225;209.726.299;459000.0;1.0;35.54;1950.0
Podgórze;Kraków;1.0;20616.0;500.430.999;199.529.614;736000.0;3.0;74.5;2000.0
W³ochy Chroœcickiego;Warszawa;0.0;13979.0;522.078.048;209.055.637;588000.0;4.0;73.9;2020.0
Rembertów Che³m¿yñska;Warszawa;5.0;10459.0;522.459.641;21.133.045;228422.0;1.0;25.24;2022.0
Bronowice ul. Bronowicka 5;Kraków;2.0;23542.0;500.778.251;19.900.680.986.965.700;956855.0;3.0;83.94;2021.0
Centrum;Warszawa;10.0;6962.0;522.311.577;210.100.632;325000.0;1.0;20.0;2021.0
Œródmieœcie Powiœle Topiel;Warszawa;4.0;10386.0;522.374.475;21.025.991;855400.0;2.0;61.1;1938.0
Bronowice Stañczyka;Kraków;6.0;23948.0;500.788.285;198.942.504;590000.0;2.0;57.0;2010.0
Zwierzyniec Morelowa;Kraków;2.0;18437.0;500.697.051;198.691.042;1550000.0;3.0;114.71;2007.0
