address;city;floor;id;latitude;longitude;price;rooms;sq;year
Œródmieœcie Powiœle;Warszawa;6.0;16228.0;522.427.517;210.240.188;749000.0;3.0;60.0;1931.0
Rembertów;Warszawa;2.0;11764.0;522.614.149;211.628.191;488000.0;4.0;69.83;2021.0
mazowieckie;Warszawa;0.0;12502.0;522.319.581;210.067.249;567000.0;3.0;68.9;1980.0
Œródmieœcie Aleksandra Lubomirskiego;Kraków;2.0;26771.0;500.670.606;199.569.894;645000.0;2.0;55.0;1912.0
Krowodrza Mazowiecka;Kraków;4.0;25865.0;523.511.111;199.441.667;469000.0;1.0;37.9;2021.0
Œródmieœcie ul. 29 Listopada;Warszawa;1.0;11638.0;522.150.722;210.418.617;1850000.0;3.0;89.55;2020.0
Nowe Miasto Œródka ul. ks. Zdzis³awa Bernata;Poznañ;1.0;5997.0;524.172.597;169.573.582;457027.97;4.0;68.0;2021.0
Zwierzyniec Salwator gen. Tadeusza Koœciuszki;Kraków;6.0;20748.0;500.469.432;19.997.153.435.836.600;3790000.0;3.0;110.22;2008.0
Dêbniki Anny Szwed-Œniadowskiej;Kraków;2.0;19926.0;500.469.432;19.997.153.435.836.600;440000.0;2.0;47.0;2018.0
Praga-Po³udnie Goc³awek;Warszawa;0.0;15399.0;522.383.574;211.265.486;404416.0;3.0;45.78;2021.0
Stare Miasto Naramowice ul. Czarnucha;Poznañ;2.0;1974.0;524.499.763;169.527.562;339572.1;2.0;48.03;2020.0
Bielany;Warszawa;0.0;7152.0;522.776.126;209.472.054;445000.0;3.0;53.5;1968.0
Wilanów ul. Bruzdowa 173;Warszawa;0.0;11733.0;521.480.654;211.353.524;472972.0;2.0;50.05;2022.0
Bemowo Chrzanów gen. Meriana C. Coopera;Warszawa;4.0;8829.0;522.374.244;2.089.256.914.942.540;999999.0;4.0;107.0;2022.0
Nowa Huta Czy¿yny;Kraków;0.0;27507.0;500.816.349;20.016.490.706.002.100;495000.0;3.0;63.28;2022.0
Krowodrza ul. Obopólna;Kraków;4.0;19029.0;500.721.983;199.064.101;950000.0;4.0;81.0;2007.0
Dêbniki Kliny-Zacisze bpa. A. Ma³ysiaka;Kraków;1.0;29816.0;499.988.318;198.938.784;489435.0;4.0;73.05;2021.0
Krowodrza ul. ks. Józefa Meiera;Kraków;5.0;19547.0;500.978.022;199.645.917;542000.0;2.0;45.5;2018.0
Grunwald ul. Budziszyñska;Poznañ;2.0;3213.0;524.006.632;1.691.973.259.178.080;526275.0;1.0;72.71;2021.0
Targówek Suwalska;Warszawa;3.0;15418.0;52.294.998;210.330.056;295000.0;1.0;24.5;1970.0
Œródmieœcie ul. Krochmalna;Warszawa;2.0;6672.0;522.365.151;209.889.532;579000.0;2.0;40.0;1970.0
Pr¹dnik Bia³y Mackiewicza;Kraków;3.0;19971.0;500.937.742;199.478.821;510000.0;3.0;62.5;1982.0
Grunwald £azarz Stanis³awa Wyspiañskiego;Poznañ;1.0;3658.0;52.397.412;168.995.449;989791.0;4.0;125.29;1910.0
Je¿yce;Poznañ;2.0;394.0;52.413.045;169.022.122;496690.0;3.0;63.36;2021.0
Dêbniki Ruczaj dr. Jana Piltza;Kraków;0.0;20877.0;500.076.191;198.888.826;450000.0;2.0;47.0;2012.0
Praga-Po³udnie Goc³awek;Warszawa;4.0;14135.0;522.383.574;211.265.486;506303.0;2.0;55.0;2021.0
Ursynów Oskara Sosnowskiego;Warszawa;2.0;14847.0;521.546.005;210.279.567;890000.0;4.0;85.0;1978.0
Praga-Pó³noc Jagielloñska;Warszawa;4.0;13606.0;522.512.338;210.349.704;419000.0;1.0;33.93;1950.0
Podgórze Zab³ocie Stanis³awa Klimeckiego;Kraków;5.0;23739.0;500.492.242;199.703.793;749000.0;3.0;75.3;2021.0
¯oliborz;Warszawa;2.0;8337.0;522.675.944;209.796.975;1157700.0;3.0;87.7;2014.0
Pr¹dnik Bia³y Henryka Pachoñskiego;Kraków;3.0;20425.0;500.949.773;19.920.405.494.289.900;489000.0;4.0;58.0;2021.0
Wzgórza Krzes³awickie ul.Gustawa Morcinka;Kraków;1.0;26684.0;501.047.809;200.362.743;270013.0;2.0;38.03;2022.0
Dêbniki gen. Antoniego Józefa Madaliñskiego;Kraków;0.0;29106.0;500.527.679;199.282.413;707158.4;1.0;41.6;2019.0
Œródmieœcie;Warszawa;3.0;9615.0;522.328.098;21.019.067;888000.0;3.0;63.5;1902.0
Bia³o³êka Tarchomin;Warszawa;0.0;10508.0;5.232.069.265;20.970.833.868.700.900;447300.0;3.0;51.27;2022.0
Pr¹dnik Bia³y ul. Stefana Banacha;Kraków;3.0;21475.0;501.021.791;199.559.231;394480.0;3.0;49.31;2022.0
Dêbniki;Kraków;2.0;21040.0;500.518.611;199.270.367;1290000.0;3.0;96.3;1912.0
Mistrzejowice Mistrzejowice Nowe;Kraków;5.0;21800.0;500.966.423;200.137.673;340216.0;2.0;36.98;2022.0
Stare Miasto Centrum ul. Mieczys³awa Niedzia³kowskiego;Poznañ;4.0;3016.0;523.993.455;169.246.072;575920.0;3.0;62.6;2020.0
Praga-Po³udnie;Warszawa;7.0;12859.0;522.373.961;210.712.578;620000.0;3.0;65.0;1990.0
¯oliborz Rudzka;Warszawa;4.0;6361.0;522.789.445;209.705.271;527400.0;2.0;42.4;2021.0
Nowa Huta Czy¿yny Nowohucka 46;Kraków;1.0;30209.0;500.558.029;199.993.305;351208.0;2.0;33.77;2022.0
Nowe Miasto Rataje;Poznañ;0.0;1527.0;523.901.295;169.535.909;273696.0;2.0;31.41;2022.0
Grzegórzki ul. p³k. Francesco Nullo;Kraków;3.0;19065.0;500.469.432;19.997.153.435.836.600;891660.0;3.0;81.06;2022.0
Praga-Pó³noc;Warszawa;4.0;16079.0;522.648.843;210.273.442;699000.0;4.0;86.0;1984.0
Praga-Po³udnie Goc³aw Jana Nowaka Jeziorañskiego;Warszawa;0.0;9540.0;522.307;211.053;500000.0;2.0;41.2;2006.0
Ochota Filtry Zygmunta Glogera;Warszawa;4.0;8346.0;522.166.857;209.830.788;1800000.0;4.0;157.08;1928.0
Praga-Pó³noc;Warszawa;5.0;14953.0;522.648.843;210.273.442;1600000.0;4.0;90.59;1920.0
Grunwald £awica Bu³garska;Poznañ;0.0;5590.0;524.041.619;168.668.109;456234.75;3.0;65.41;2020.0
Stare Miasto ¯elazna;Kraków;4.0;28076.0;500.745.345;199.464.297;438600.0;2.0;31.9;2021.0
Ochota;Warszawa;6.0;10708.0;52.212.225;209.726.299;645000.0;2.0;51.82;2012.0
Podgórze Duchackie Wola Duchacka;Kraków;5.0;22318.0;500.146.222;19.953.758;930673.0;5.0;104.57;2021.0
Wilanów Prymasa Augusta Hlonda;Warszawa;3.0;14884.0;52.158.490.650.000.000;21.065.944.416.717.900;1440000.0;3.0;89.22;2010.0
Dêbniki Ruczaj;Kraków;0.0;27398.0;500.230.156;199.083.637;383000.0;2.0;43.0;2020.0
Mokotów;Warszawa;7.0;6576.0;521.939.874;210.457.809;390000.0;1.0;31.0;1973.0
Bie¿anów-Prokocim Bie¿anów Pod³êska;Kraków;2.0;21883.0;500.469.432;19.997.153.435.836.600;410000.0;2.0;48.0;202.0
Grzegórzki Grzegórzecka;Kraków;2.0;27966.0;500.587.885;199.500.605;368011.0;1.0;27.67;2022.0
Wilanów;Warszawa;1.0;14700.0;521.530.829;211.104.411;983195.0;5.0;115.67;2021.0
Je¿yce ul. œw. Wawrzyñca 11;Poznañ;7.0;5061.0;524.201.252;168.956.979;1682278.4;4.0;119.48;2022.0
Nowe Miasto Rataje;Poznañ;6.0;1628.0;523.901.295;169.535.909;434364.0;3.0;51.71;2021.0
Ursynów;Warszawa;3.0;17861.0;52.141.039;210.323.214;659000.0;2.0;48.65;2019.0
Podgórze P³aszów Myœliwska;Kraków;5.0;21758.0;500.454.593;200.002.025;436000.0;3.0;56.05;2022.0
Bemowo Apeniñska;Warszawa;2.0;18168.0;522.534.414;20.911.715;470000.0;2.0;51.35;1986.0
Wilda Fabryczna;Poznañ;0.0;1623.0;523.869.064;169.108.319;259900.0;1.0;25.43;1902.0
Œródmieœcie Grzybowska;Warszawa;10.0;13719.0;52.235.745.800.000.000;20.993.720.703.559.500;1649580.0;4.0;86.82;2019.0
Bielany ul. Wrzeciono 7;Warszawa;1.0;13144.0;522.915.543;209.450.519;248000.0;1.0;17.0;1970.0
Wola Nowoczesny apartamentowiec blisko parków.;Warszawa;1.0;14388.0;522.319.581;210.067.249;898261.0;4.0;91.84;2021.0
Pr¹dnik Czerwony ul. Dobrego Pasterza;Kraków;3.0;28270.0;500.878.647;199.683.977;499000.0;1.0;34.0;2020.0
Bielany Ksawerego Pruszyñskiego;Warszawa;2.0;14815.0;522.794.144;209.584.425;437000.0;2.0;38.0;1978.0
Mokotów ul. Domaniewska 34B;Warszawa;6.0;9176.0;521.839.266;21.008.725;900800.0;3.0;63.04;2022.0
Wola ul. Marcina Kasprzaka;Warszawa;10.0;8379.0;52.227.298.450.000.000;20.953.014.207.365.500;630000.0;3.0;51.0;2021.0
Pr¹dnik Czerwony;Kraków;2.0;21057.0;50.085.941.899.999.900;1.996.660.060.819.070;510000.0;3.0;53.0;1980.0
Grunwald Jeleniogórska 1/3;Poznañ;2.0;5564.0;52.404.212;16.882.542;488918.0;3.0;66.07;2021.0
Stare Miasto Naramowice ul. Sielawy;Poznañ;3.0;1501.0;524.463.318;169.512.697;431881.07;3.0;62.95;2021.0
Bia³o³êka Internetowa;Warszawa;1.0;11462.0;523.164.944;210.680.267;414900.0;2.0;43.0;2012.0
Podgórze Duchackie Wola Duchacka;Kraków;2.0;25189.0;500.146.222;19.953.758;399000.0;2.0;44.21;2021.0
Bemowo;Warszawa;3.0;6928.0;522.389.738;209.132.881;999000.0;5.0;126.0;2000.0
Wilanów;Warszawa;3.0;10294.0;521.530.829;211.104.411;913572.0;3.0;84.59;2008.0
Pr¹dnik Czerwony Bohaterów Wietnamu;Kraków;2.0;29051.0;500.819.988;199.702.721;280000.0;1.0;24.0;1970.0
Dêbniki Ruczaj Obozowa;Kraków;2.0;21189.0;500.206.194;199.145.455;690000.0;4.0;94.0;2003.0
Je¿yce Podolany ul. Jasielska;Poznañ;2.0;3629.0;524.425.069;168.935.656;424165.5;3.0;68.97;2021.0
Nowa Huta;Kraków;3.0;25458.0;50.080.618.650.000.000;20.129.332.198.005.200;415000.0;2.0;40.0;1960.0
Stare Miasto al. S³owackiego;Kraków;3.0;21685.0;500.639.468;1.994.306.594.383.980;499000.0;2.0;48.48;1930.0
Stare Miasto;Kraków;4.0;22560.0;500.590.398;1.993.716.829.792.890;430000.0;1.0;30.0;2020.0
Wola;Warszawa;4.0;9489.0;522.362.379;209.547.815;560900.0;2.0;39.5;2020.0
Bia³o³êka Przejezdna;Warszawa;1.0;18199.0;523.437.261;210.418.673;469000.0;3.0;53.83;2020.0
Œródmieœcie;Warszawa;7.0;8423.0;522.328.098;21.019.067;845000.0;3.0;73.0;1918.0
Je¿yce Winiary Pi¹tkowska;Poznañ;6.0;3660.0;524.006.632;1.691.973.259.178.080;486400.0;3.0;51.2;2006.0
Ochota Rakowiec Rac³awicka;Warszawa;3.0;17373.0;521.989.416;210.121.943;1800000.0;7.0;205.9;1999.0
Œródmieœcie ul. Juliana Bartoszewicza;Warszawa;4.0;17532.0;522.378.163;210.216.328;1198000.0;3.0;76.34;1939.0
Grzegórzki ul. Fabryczna;Kraków;6.0;28958.0;50.058.444;199.702.351;788580.0;4.0;60.66;2021.0
Stare Miasto ul. Stanis³awa Worcella;Kraków;4.0;21796.0;500.660.046;199.448.817;790000.0;2.0;71.0;1930.0
Pr¹dnik Bia³y Bronowice Wielkie B³a¿eja Czepca;Kraków;7.0;22297.0;500.800.918;198.963.901;500000.0;2.0;37.0;1976.0
Praga-Po³udnie Goc³aw Ostrobramska;Warszawa;2.0;10440.0;522.346.714;210.976.177;433000.0;2.0;45.03;2021.0
Mistrzejowice ul. Piasta Ko³odzieja;Kraków;1.0;23310.0;500.986.433;200.132.206;497420.0;4.0;65.45;2022.0
Grunwald Górczyn ul. Ceglana;Poznañ;2.0;3571.0;523.709.933;168.631.459;426870.0;2.0;41.85;2020.0
Wilanów Herbu Janina;Warszawa;4.0;8487.0;521.538.999;210.781.771;470000.0;1.0;29.6;2016.0
Grzegórzki Fabryczna;Kraków;2.0;25047.0;50.058.444;199.702.351;657670.0;3.0;50.59;2020.0
Praga-Pó³noc Nowa Praga Strzelecka ;Warszawa;5.0;6659.0;522.648.843;210.273.442;590000.0;2.0;44.0;2004.0
Stare Miasto ul. Szlak;Kraków;6.0;27368.0;500.711.279;199.355.011;740000.0;2.0;43.0;2011.0
Stare Miasto Winogrady Wilczak 20;Poznañ;5.0;6049.0;52.430.023.250.000.000;1.695.269.067.658.410;460010.0;3.0;58.6;2020.0
Zwierzyniec Wola Justowska Rzepichy;Kraków;1.0;26330.0;50.062.516;198.348.066;849000.0;5.0;107.0;2020.0
Grzegórzki;Kraków;10.0;29200.0;5.006.497.215;19.968.825.516.425.300;5653500.0;6.0;226.14;2021.0
Bia³o³êka Przyrodnicza;Warszawa;1.0;12550.0;523.272.463;210.514.745;395600.0;3.0;58.1;2021.0
ma³opolskie;Kraków;1.0;24051.0;500.619.474;199.368.564;519000.0;3.0;62.45;2021.0
Stare Miasto;Kraków;3.0;27867.0;500.590.398;1.993.716.829.792.890;950000.0;3.0;90.0;1980.0
Wawer Falenica Narcyzowa;Warszawa;0.0;11499.0;521.613.622;212.220.328;575000.0;3.0;80.0;1960.0
Wola Czyste Brylowska;Warszawa;5.0;13770.0;52.227.191;209.688.264;870000.0;3.0;58.2;2019.0
Wola;Warszawa;1.0;17810.0;522.362.379;209.547.815;1030000.0;3.0;66.0;2012.0
Wola;Warszawa;2.0;14599.0;522.362.379;209.547.815;895000.0;3.0;65.0;2020.0
¯oliborz Stary ¯oliborz;Warszawa;1.0;17083.0;522.689.371;209.867.751;515000.0;2.0;37.43;1957.0
Pr¹dnik Czerwony ul. Œliczna;Kraków;9.0;29133.0;500.469.432;19.997.153.435.836.600;953274.96;4.0;83.27;2021.0
Pr¹dnik Bia³y;Kraków;0.0;23117.0;501.035.684;19.953.603.106.301.200;446963.0;2.0;58.39;2021.0
Podgórze Rzemieœlnicza;Kraków;1.0;30238.0;500.469.432;19.997.153.435.836.600;829000.0;3.0;60.37;2021.0
Stare Miasto Naramowice ul. Sielawy;Poznañ;1.0;1102.0;524.463.318;169.512.697;228650.0;1.0;26.9;2022.0
Je¿yce So³acz;Poznañ;1.0;1266.0;5.242.260.185;16.917.530.008.421.300;970734.0;4.0;104.38;2020.0
Je¿yce ul. œw. Wawrzyñca;Poznañ;1.0;6126.0;524.201.252;168.956.979;508835.0;3.0;68.3;2021.0
Wilanów;Warszawa;5.0;13339.0;521.530.829;211.104.411;685060.0;2.0;56.3;2022.0
Stare Miasto Centrum;Poznañ;1.0;1493.0;523.601.021;16.849.834.118.146.600;1925000.0;4.0;141.73;2010.0
Bemowo;Warszawa;3.0;9765.0;522.389.738;209.132.881;745000.0;3.0;66.23;2006.0
Grunwald £azarz ul. Marcelego Mottego;Poznañ;2.0;460.0;523.941.459;169.055.246;329000.0;2.0;36.5;1910.0
Pr¹dnik Bia³y ks. Józefa Meiera;Kraków;2.0;22669.0;500.969.632;199.652.068;495000.0;2.0;60.0;2008.0
Dêbniki Rzemieœlnicza;Kraków;0.0;24037.0;500.469.432;19.997.153.435.836.600;469000.0;2.0;45.14;2021.0
Stare Miasto ul. Koletek;Kraków;5.0;19296.0;500.513.398;19.935.748;869000.0;2.0;43.63;2015.0
Krowodrza Lubelska;Kraków;0.0;21210.0;500.739.495;199.311.416;286000.0;1.0;19.5;1948.0
Mokotów Aleja Wilanowska;Warszawa;3.0;7225.0;521.816.922;21.023.157;2079000.0;5.0;146.39;2014.0
Pr¹dnik Bia³y;Kraków;0.0;22516.0;501.035.684;19.953.603.106.301.200;780000.0;3.0;79.0;2007.0
Podgórze;Kraków;2.0;30250.0;500.430.999;199.529.614;749000.0;3.0;72.15;2020.0
Stare Miasto Pi¹tkowo;Poznañ;4.0;236.0;524.006.632;1.691.973.259.178.080;347000.0;2.0;50.0;1984.0
Pr¹dnik Czerwony ul. Celarowska;Kraków;4.0;19346.0;50.081.864;199.546.492;356000.0;2.0;38.0;1960.0
Stare Miasto Kazimierz;Kraków;2.0;20889.0;50.051.855;199.449.466;659000.0;2.0;64.0;1890.0
Wzgórza Krzes³awickie ul.Gustawa Morcinka;Kraków;1.0;26757.0;501.047.809;200.362.743;323272.0;2.0;47.54;2022.0
Podgórze;Kraków;1.0;19145.0;500.430.999;199.529.614;639000.0;3.0;65.0;2021.0
Stare Miasto Rakowicka;Kraków;3.0;18758.0;500.716.873;199.551.456;363312.0;1.0;25.23;2020.0
Stare Miasto ul. Westerplatte;Kraków;1.0;20481.0;5.006.091;199.439.081;1150000.0;2.0;55.0;1930.0
Je¿yce ul. œw. Wawrzyñca 11;Poznañ;6.0;5036.0;524.201.252;168.956.979;625726.8;3.0;71.43;2022.0
Dêbniki bp. Albina Ma³ysiaka;Kraków;2.0;27039.0;499.988.318;198.938.784;299900.0;1.0;35.8;2020.0
Mokotów;Warszawa;1.0;10376.0;521.939.874;210.457.809;689000.0;2.0;48.03;2016.0
Pr¹dnik Bia³y;Kraków;0.0;18447.0;501.035.684;19.953.603.106.301.200;696977.0;3.0;82.38;2020.0
Bia³o³êka ul. Leona Berensona;Warszawa;0.0;9471.0;523.246.245;210.547.602;434000.0;3.0;57.0;2020.0
Bielany ul. Rudzka 5;Warszawa;5.0;7633.0;5.227.851.165;209.734.368;848600.0;3.0;69.48;2021.0
W³ochy;Warszawa;0.0;10893.0;521.861.093;209.484.377;807000.0;3.0;75.4;2002.0
Bia³o³êka ul. Leona Berensona;Warszawa;1.0;11776.0;523.246.245;210.547.602;399657.0;3.0;56.11;2020.0
Podgórze Jana Zamoyskiego;Kraków;1.0;23736.0;500.426.104;19.946.314.986.495.700;365000.0;2.0;29.0;2020.0
Bemowo Powrót do sprzeda¿y.  Blisko metra. ;Warszawa;4.0;12384.0;522.389.738;209.132.881;811000.0;4.0;83.09;2022.0
Bielany ul. Wrzeciono 12;Warszawa;2.0;8852.0;522.915.543;209.450.519;459000.0;2.0;37.0;1967.0
Grunwald £azarz Stanis³awa Wyspiañskiego;Poznañ;2.0;1437.0;52.397.412;168.995.449;279000.0;1.0;27.4;1910.0
Bronowice Stañczyka;Kraków;7.0;18685.0;500.788.285;198.942.504;614645.0;4.0;58.15;2021.0
Podgórze Przewóz Myœliwska;Kraków;2.0;23243.0;500.469.432;19.997.153.435.836.600;384000.0;2.0;44.88;2022.0
Podgórze Duchackie ul. Sebastiana Klonowica;Kraków;0.0;24379.0;500.197.558;199.528.554;489840.0;3.0;61.23;2020.0
Grunwald £azarz;Poznañ;0.0;1287.0;5.240.537;1.690.232.988.904.300;409000.0;3.0;51.49;1960.0
Grzegórzki ul. Fabryczna;Kraków;9.0;28969.0;50.058.444;199.702.351;1455300.0;4.0;97.02;2021.0
Dêbniki Ruczaj;Kraków;3.0;26353.0;500.230.156;199.083.637;413000.0;2.0;41.0;2020.0
Krowodrza aleja Kijowska;Kraków;6.0;19294.0;500.469.432;19.997.153.435.836.600;915000.0;3.0;74.0;2012.0
Stare Miasto marsz. Józefa Pi³sudskiego;Kraków;4.0;29645.0;500.600.489;198.471.648;1450000.0;5.0;119.0;2011.0
Je¿yce ul. œw. Wawrzyñca 11;Poznañ;5.0;5071.0;524.201.252;168.956.979;398515.5;2.0;45.03;2022.0
Mokotów ul. Zdziechowskiego 6;Warszawa;6.0;10449.0;521.848.844;210.115.149;1284000.0;3.0;68.57;2020.0
Dêbniki Kliny-Zacisze;Kraków;2.0;21702.0;5.000.969.645.000.000;19.905.901.803.626.100;520000.0;2.0;56.19;2005.0
Nowe Miasto Malta;Poznañ;6.0;4366.0;5.240.739.345;16.979.467.067.544.700;337500.0;2.0;33.75;2022.0
Ursynów Stanis³awa Kazury;Warszawa;4.0;17758.0;521.407.903;210.457.586;498000.0;2.0;51.4;1989.0
Je¿yce ul. Druskienicka;Poznañ;3.0;383.0;524.469.863;168.890.994;350000.0;3.0;50.0;2020.0
Œródmieœcie;Warszawa;5.0;16170.0;522.328.098;21.019.067;799000.0;2.0;37.0;2020.0
Mokotów Podgórska;Warszawa;1.0;17731.0;521.770.086;210.673.332;527000.0;2.0;48.0;2021.0
Krowodrza Adama Vetulaniego;Kraków;5.0;22030.0;500.947.269;199.247.728;528000.0;3.0;49.3;2021.0
¯oliborz ul. Szamocka;Warszawa;0.0;18195.0;522.573.948;209.592.623;1800000.0;3.0;102.0;2018.0
Nowa Huta Czy¿yny;Kraków;0.0;25705.0;500.816.349;20.016.490.706.002.100;475000.0;2.0;39.65;2019.0
Nowe Miasto Malta ul. Katowicka;Poznañ;1.0;5696.0;523.973.449;169.619.394;430695.0;3.0;50.67;2022.0
Pr¹dnik Czerwony Dobrego Pasterza;Kraków;1.0;29280.0;500.878.647;199.683.977;530000.0;2.0;50.21;2013.0
Bemowo;Warszawa;1.0;10999.0;522.389.738;209.132.881;685000.0;3.0;70.22;2005.0
Praga-Po³udnie ul. Stanis³awa Miko³ajczyka;Warszawa;3.0;13520.0;522.285.872;211.015.782;569000.0;3.0;64.0;1988.0
Dêbniki Skwerowa;Kraków;3.0;26360.0;500.492.779;199.261.209;2247180.0;5.0;115.0;2020.0
W³ochy;Warszawa;1.0;6347.0;521.861.093;209.484.377;412500.0;3.0;49.0;1971.0
Ursynów;Warszawa;2.0;14095.0;52.141.039;210.323.214;570000.0;2.0;52.0;2020.0
Ochota Spiska;Warszawa;2.0;10668.0;522.212.815;209.848.859;770000.0;2.0;55.2;1936.0
Praga-Pó³noc Kijowska;Warszawa;4.0;6437.0;522.564.894;210.529.865;375530.0;3.0;47.0;1973.0
Bia³o³êka Józefa Mehoffera;Warszawa;3.0;10373.0;523.421.232;20.971.726;449000.0;3.0;51.1;2022.0
Bemowo;Warszawa;8.0;17620.0;522.389.738;209.132.881;457900.0;2.0;46.0;1985.0
Stare Miasto Naramowice ul. Czarnucha;Poznañ;0.0;1799.0;524.499.763;169.527.562;238671.31;1.0;32.56;2022.0
Bielany;Warszawa;0.0;10986.0;522.776.126;209.472.054;440000.0;3.0;53.5;1986.0
Œródmieœcie ul. Wilcza;Warszawa;0.0;9044.0;5.222.519.855;21.017.925.153.884.500;495000.0;1.0;21.0;1940.0
Podgórze;Kraków;1.0;18974.0;500.430.999;199.529.614;439000.0;2.0;33.5;2014.0
Mokotów;Warszawa;6.0;10297.0;521.939.874;210.457.809;585000.0;3.0;43.0;1970.0
Stare Miasto al. Aleje Zygmunta Krasiñskiego;Kraków;1.0;22939.0;500.591.594;199.254.212;1750000.0;5.0;113.0;1934.0
Nowe Miasto Malta ul. Katowicka;Poznañ;4.0;4805.0;523.973.449;169.619.394;312930.0;2.0;32.94;2022.0
Œródmieœcie;Warszawa;0.0;17164.0;522.328.098;21.019.067;531793.0;2.0;47.45;2021.0
Pr¹dnik Bia³y;Kraków;0.0;22653.0;501.035.684;19.953.603.106.301.200;369000.0;1.0;32.57;2014.0
Krowodrza Henryka Pachoñskiego;Kraków;3.0;20008.0;500.952.985;199.315.645;499000.0;2.0;39.0;2020.0
Œródmieœcie Œródmieœcie Pó³nocne Wspólna;Warszawa;6.0;15900.0;522.456.729;211.811.095;1840000.0;2.0;92.36;2008.0
Bia³o³êka;Warszawa;1.0;9814.0;523.196.649;210.211.773;410000.0;2.0;50.34;2020.0
Stare Miasto Centrum;Poznañ;0.0;743.0;523.601.021;16.849.834.118.146.600;180000.0;2.0;43.0;2007.0
Bia³o³êka Nowodwory Aluzyjna;Warszawa;9.0;12367.0;523.441.913;20.943.039;360000.0;2.0;44.2;2003.0
Mokotów Aleja Wilanowska;Warszawa;1.0;12297.0;521.816.922;21.023.157;595000.0;3.0;59.04;1984.0
Nowa Huta Jagielloñskie;Kraków;1.0;21100.0;5.006.165.525;1.993.365.859.224.700;289000.0;2.0;36.0;1980.0
Œródmieœcie Œródmieœcie Pó³nocne Grzybowska;Warszawa;9.0;14302.0;522.363.812;209.986.204;495000.0;3.0;48.07;1970.0
Mistrzejowice;Kraków;3.0;23995.0;5.009.742.625;2.000.960.263.225.890;529230.0;3.0;67.85;2020.0
Œródmieœcie Mazowiecka;Warszawa;3.0;7554.0;522.328.098;21.019.067;799000.0;3.0;51.22;1950.0
Pr¹dnik Bia³y ul. Pêkowicka;Kraków;1.0;26940.0;501.225.784;19.903.682;446580.0;3.0;49.62;2021.0
Mistrzejowice ul. Piasta Ko³odzieja;Kraków;8.0;26947.0;500.986.433;200.132.206;751548.0;4.0;81.69;2020.0
Œródmieœcie;Warszawa;6.0;9107.0;522.328.098;21.019.067;1299000.0;2.0;71.6;2010.0
Bieñczyce Kalinowe;Kraków;9.0;27435.0;500.891.906;200.148.022;249000.0;1.0;23.62;1970.0
Je¿yce;Poznañ;1.0;3442.0;52.413.045;169.022.122;498148.0;3.0;64.0;2021.0
Podgórze P³aszów Myœliwska;Kraków;2.0;25510.0;500.454.593;200.002.025;410000.0;3.0;56.0;2022.0
Podgórze Duchackie Wola Duchacka Sanocka;Kraków;7.0;27267.0;500.175.402;199.527.701;499000.0;4.0;70.4;1980.0
Bia³o³êka ul. Skarbka z Gór;Warszawa;2.0;11869.0;523.228.184;210.576.574;460000.0;2.0;53.8;2010.0
Wola Juliana Konstantego Ordona;Warszawa;4.0;17233.0;522.247.928;209.525.803;920032.0;4.0;92.04;2021.0
Stare Miasto Naramowice ul. Czarnucha;Poznañ;4.0;1944.0;524.499.763;169.527.562;366559.4;2.0;50.77;2020.0
Bronowice ul. Stelmachów;Kraków;2.0;29555.0;501.004.008;198.877.694;464928.0;3.0;53.44;2021.0
Bielany Jana Kochanowskiego;Warszawa;2.0;14703.0;522.712.176;209.345.369;668000.0;4.0;65.4;1972.0
Grunwald Górczyn ul. Ceglana;Poznañ;1.0;3575.0;523.709.933;168.631.459;369090.0;2.0;41.01;2020.0
Podgórze P³aszów Myœliwska;Kraków;2.0;26829.0;500.454.593;200.002.025;402000.0;2.0;46.65;2023.0
Nowe Miasto Malta ul. Katowicka;Poznañ;3.0;5806.0;523.973.449;169.619.394;549912.5;4.0;75.85;2022.0
Ursynów ul. Oskara Sosnowskiego;Warszawa;2.0;12875.0;521.546.005;210.279.567;500000.0;2.0;47.2;1979.0
Wola Esperanto;Warszawa;3.0;11300.0;522.443.881;209.805.403;455000.0;2.0;38.0;1972.0
Grunwald £azarz;Poznañ;4.0;2041.0;5.240.537;1.690.232.988.904.300;599000.0;3.0;105.5;1914.0
Bie¿anów-Prokocim Bie¿anów Telimeny;Kraków;3.0;21324.0;500.199.039;20.016.057;308500.0;2.0;35.0;2021.0
Mokotów;Warszawa;3.0;10771.0;521.939.874;210.457.809;649000.0;3.0;75.3;1980.0
Podgórze Wielicka;Kraków;4.0;29302.0;500.336.609;199.712.973;499000.0;2.0;51.13;2014.0
Wilanów;Warszawa;1.0;13429.0;521.530.829;211.104.411;650000.0;2.0;51.04;2011.0
Podgórze P³aszów;Kraków;1.0;19737.0;500.345.327;199.754.459;397566.5;2.0;41.63;2021.0
Praga-Po³udnie Goc³aw;Warszawa;0.0;10264.0;522.286.331;211.065.722;487800.0;1.0;34.79;2021.0
Ursynów;Warszawa;3.0;6537.0;52.141.039;210.323.214;730000.0;3.0;60.03;2020.0
Grzegórzki ul. p³k. Francesco Nullo;Kraków;5.0;28787.0;500.469.432;19.997.153.435.836.600;849408.0;3.0;75.84;2022.0
Nowe Miasto Malta Florentyny Luboiñskiej 5;Poznañ;0.0;2446.0;523.916.079;1.699.406.261.278.810;450226.0;3.0;64.41;2019.0
